CC.Course_Number,CC.Section_Number,CC.TermID,CC.Expression,CC.StudentID
Junior HR,7,3300,1(A-H),292
221,2,3300,"2-3(B,D,F,H)",294
330,6,3300,"12-13(A,C,E,G)",294
404,3,3300,"10-11(A,C,E,G)",294
510,8,3300,"12-13(B,F,H)",294
510L,8,3300,12-13(D),294
606,7,3300,"8-9(B,D,F,H)",294
981,42,3301,"9(A,C,E,G)",294
982,52,3301,"11(B,D,F,H)",294
983,41,3302,"8(A,C,E,G)",294
984,32,3302,"7(B,D,F,H)",294
1050,2,3302,"6-7(C,G)",294
1171,3,3302,4-5(C),294
106,1,3300,"2-3(A,C,E,G)",294
1170,3,3301,4-5(C),294
1179,52,3300,"4(A-B,D-F,H) 5(A,D-E,H)",294
Junior HR,8,3300,1(A-H),294
514,4,3300,"2-3(B,D,F,H)",297
718,8,3302,"10-11(B,D,F,H)",297
982,51,3301,"10(B,D,F,H)",297
1170,6,3301,6-7(F),297
1171,6,3302,6-7(F),297
984,41,3302,"8(B,D,F,H)",297
106,3,3300,"6-7(A,C,E,G)",297
330,4,3300,"8-9(A,C,E,G)",297
408,1,3300,"2-3(A,C,E,G)",297
606,5,3300,"12-13(A,C,E,G)",297
719,7,3301,"8-9(B,D,F,H)",297
981,52,3301,"11(A,C,E,G)",297
983,52,3302,"11(A,C,E,G)",297
216,8,3300,"12-13(B,D,F,H)",297
Junior HR,9,3300,1(A-H),297
226,4,3300,"10-11(B,D,F,H)",299
413,1,3300,"6-7(A,C,E,G)",299
806,1,3300,"14(A,C,E,G)",299
982,42,3301,"9(B,D,F,H)",299
106,7,3300,"2-3(B,D,F,H)",299
1030,2,3301,"4-5(B,D,F,H)",299
1170,6,3301,6-7(F),299
1171,8,3302,8-9(D),299
335,3,3300,"10-11(A,C,E,G)",299
520,5,3300,"12-13(B,D,F,H)",299
606,1,3300,"2-3(A,C,E,G)",299
981,22,3301,"5(A,C,E,G)",299
983,22,3302,"5(A,C,E,G)",299
984,32,3302,"7(B,D,F,H)",299
Junior HR,10,3300,1(A-H),299
927,1,3300,"14(B,D,F,H)",299
1171,12,3302,12-13(D),301
411,1,3300,"12-13(A,C,E,G)",301
608,2,3300,"8-9(A,C,E,G)",301
982,32,3301,"7(B,D,F,H)",301
984,32,3302,"7(B,D,F,H)",301
1170,2,3301,2-3(F),301
226,4,3300,"10-11(B,D,F,H)",301
335,1,3300,"4-5(A,C,E,G)",301
520,2,3300,"2-3(A,C,E,G)",301
714,3,3301,"8-9(B,D,F,H)",301
981,32,3301,"7(A,C,E,G)",301
983,52,3302,"11(A,C,E,G)",301
106,8,3300,"4-5(B,D,F,H)",301
Junior HR,1,3300,1(A-H),301
1050,4,3302,"8-9(D,H)",301
718,4,3302,"2-3(B,D,F,H)",301
1051,1,3302,"14(B,D,F,H)",308
1093,1,3302,"10-11(A,C,E,G)",308
1179,22,3300,"4(B,D-F,H) 5(A-B,D-E,H)",308
330,1,3300,"2-3(A,C,E,G)",308
510L,4,3300,12-13(C),308
922,5,3301,"10-11(B,D,F,H)",308
983,42,3302,"9(A,C,E,G)",308
106,3,3300,"6-7(A,C,E,G)",308
1170,3,3301,4-5(C),308
1171,3,3302,4-5(C),308
216,6,3300,"6-7(B,D,F,H)",308
408,5,3300,"2-3(B,D,F,H)",308
510,4,3300,"12-13(A,E,G)",308
606,9,3300,"12-13(B,D,F,H)",308
981,41,3301,"8(A,C,E,G)",308
982,42,3301,"9(B,D,F,H)",308
984,51,3302,"10(B,D,F,H)",308
Junior HR,2,3300,1(A-H),308
927,1,3300,"14(B,D,F,H)",308
1031,1,3302,"4-5(A,C,E,G)",309
1170,7,3301,8-9(C),309
982,52,3301,"11(B,D,F,H)",309
983,41,3302,"8(A,C,E,G)",309
984,52,3302,"11(B,D,F,H)",309
606,6,3300,"4-5(B,D,F,H)",309
1050,6,3301,"8-9(A,E)",309
106,14,3300,"12-13(B,D,F,H)",309
1171,2,3302,2-3(F),309
330,1,3300,"2-3(A,C,E,G)",309
408,7,3300,"8-9(B,D,F,H)",309
981,22,3301,"5(A,C,E,G)",309
216,3,3300,"10-11(A,C,E,G)",309
510,10,3300,"6-7(A,C,G)",309
510L,10,3300,6-7(E),309
Junior HR,2,3300,1(A-H),309
216,8,3300,"12-13(B,D,F,H)",311
520,2,3300,"2-3(A,C,E,G)",311
981,51,3301,"10(A,C,E,G)",311
983,51,3302,"10(A,C,E,G)",311
330,6,3300,"12-13(A,C,E,G)",311
714,3,3301,"8-9(B,D,F,H)",311
982,52,3301,"11(B,D,F,H)",311
106,3,3300,"6-7(A,C,E,G)",311
427,1,3300,"4-5(B,D,F,H)",311
608,4,3300,"2-3(B,D,F,H)",311
746,2,3302,"6-7(B,D,F,H)",311
806,1,3300,"14(A,C,E,G)",311
984,52,3302,"11(B,D,F,H)",311
Junior HR,4,3300,1(A-H),311
1170,3,3301,4-5(C),311
1171,3,3302,4-5(C),311
226,1,3300,"2-3(A,C,E,G)",313
520,4,3300,"10-11(B,D,F,H)",313
891,1,3302,"6-7(B,D,F,H)",313
982,31,3301,"6(B,D,F,H)",313
922,3,3301,"10-11(A,C,E,G)",313
106,3,3300,"6-7(A,C,E,G)",313
1171,12,3302,12-13(D),313
330,6,3300,"12-13(A,C,E,G)",313
411,2,3300,"2-3(B,D,F,H)",313
981,42,3301,"9(A,C,E,G)",313
983,42,3302,"9(A,C,E,G)",313
Junior HR,5,3300,1(A-H),313
606,7,3300,"8-9(B,D,F,H)",313
984,22,3302,"5(B,D,F,H)",313
1170,12,3301,12-13(D),313
927,1,3300,"14(B,D,F,H)",313
1171,11,3302,12-13(C),314
221,2,3300,"2-3(B,D,F,H)",314
510,5,3300,"2-3(C,E,G)",314
606,8,3300,"10-11(B,D,F,H)",314
982,41,3301,"8(B,D,F,H)",314
984,42,3302,"9(B,D,F,H)",314
1050,2,3302,"6-7(C,G)",314
718,9,3301,"6-7(A,C,E,G)",314
106,13,3300,"6-7(B,D,F,H)",314
1170,11,3301,12-13(C),314
1179,16,3300,"12(A-B,D-F,H) 13(B,D,F,H)",314
330,7,3300,"4-5(B,D,F,H)",314
404,3,3300,"10-11(A,C,E,G)",314
510L,5,3300,2-3(A),314
981,41,3301,"8(A,C,E,G)",314
983,42,3302,"9(A,C,E,G)",314
Junior HR,6,3300,1(A-H),314
1170,6,3301,6-7(F),316
216,4,3300,"12-13(A,C,E,G)",316
514,1,3300,"2-3(A,C,E,G)",316
644,1,3301,"6-7(A,C,E,G)",316
983,31,3302,"6(A,C,E,G)",316
1031,1,3302,"4-5(A,C,E,G)",316
606,6,3300,"4-5(B,D,F,H)",316
106,14,3300,"12-13(B,D,F,H)",316
1050,5,3301,"6-7(D,H)",316
1171,8,3302,8-9(D),316
330,4,3300,"8-9(A,C,E,G)",316
493,1,3300,"10-11(B,D,F,H)",316
981,52,3301,"11(A,C,E,G)",316
982,42,3301,"9(B,D,F,H)",316
984,31,3302,"6(B,D,F,H)",316
Junior HR,7,3300,1(A-H),316
1061,1,3300,"2-3(B,D,F,H)",317
330,2,3300,"4-5(A,C,E,G)",317
411,3,3300,"8-9(B,D,F,H)",317
606,1,3300,"2-3(A,C,E,G)",317
853,1,3300,"6-7(A,C,E,G)",317
922,6,3302,"10-11(B,D,F,H)",317
984,31,3302,"6(B,D,F,H)",317
982,51,3301,"10(B,D,F,H)",317
1170,7,3301,8-9(C),317
1171,7,3302,8-9(C),317
106,12,3300,"12-13(B,D,F,H)",317
216,5,3300,"4-5(B,D,F,H)",317
514,3,3300,"12-13(A,C,E,G)",317
981,51,3301,"10(A,C,E,G)",317
983,51,3302,"10(A,C,E,G)",317
Junior HR,8,3300,1(A-H),317
927,1,3300,"14(B,D,F,H)",317
106,6,3300,"12-13(A,C,E,G)",319
1171,8,3302,8-9(D),319
608,4,3300,"2-3(B,D,F,H)",319
982,32,3301,"7(B,D,F,H)",319
335,1,3300,"4-5(A,C,E,G)",319
1026,1,3302,"12-13(B,D,F,H)",319
1029,1,3300,"14(A,C,E,G)",319
1170,8,3301,8-9(D),319
225,3,3300,"10-11(A,C,E,G)",319
427,1,3300,"4-5(B,D,F,H)",319
520,4,3300,"10-11(B,D,F,H)",319
981,31,3301,"6(A,C,E,G)",319
983,32,3302,"7(A,C,E,G)",319
984,32,3302,"7(B,D,F,H)",319
Junior HR,9,3300,1(A-H),319
927,1,3300,"14(B,D,F,H)",319
426,1,3300,"8-9(B,D,F,H)",320
510L,5,3300,2-3(A),320
880,2,3301,"6-7(A,C,E,G)",320
982,32,3301,"7(B,D,F,H)",320
106,8,3300,"4-5(B,D,F,H)",320
216,8,3300,"12-13(B,D,F,H)",320
330,4,3300,"8-9(A,C,E,G)",320
510,5,3300,"2-3(C,E,G)",320
606,4,3300,"10-11(A,C,E,G)",320
718,2,3302,"4-5(A,C,E,G)",320
981,22,3301,"5(A,C,E,G)",320
983,32,3302,"7(A,C,E,G)",320
984,32,3302,"7(B,D,F,H)",320
Junior HR,10,3300,1(A-H),320
1170,10,3301,10-11(F),320
1171,10,3302,10-11(F),320
1199,97,3300,"2-3(B,D,F,H)",320
1199,87,3300,"10-11(B,D,F,H)",320
106,6,3300,"12-13(A,C,E,G)",322
981,52,3301,"11(A,C,E,G)",322
983,32,3302,"7(A,C,E,G)",322
380,11,3301,"4-5(B,D,F,H)",322
545,3,3300,"10-11(B,D,F,H)",322
982,32,3301,"7(B,D,F,H)",322
984,32,3302,"7(B,D,F,H)",322
1170,1,3301,2-3(E),322
1171,1,3302,2-3(E),322
226,3,3300,"2-3(B,D,F,H)",322
335,1,3300,"4-5(A,C,E,G)",322
411,3,3300,"8-9(B,D,F,H)",322
608,2,3300,"8-9(A,C,E,G)",322
719,6,3302,"4-5(B,D,F,H)",322
Junior HR,1,3300,1(A-H),322
221,2,3300,"2-3(B,D,F,H)",324
885,1,3301,"4-5(A,C,E,G)",324
981,41,3301,"8(A,C,E,G)",324
984,32,3302,"7(B,D,F,H)",324
510,8,3300,"12-13(B,F,H)",324
510L,8,3300,12-13(D),324
1170,11,3301,12-13(C),324
1171,11,3302,12-13(C),324
606,4,3300,"10-11(A,C,E,G)",324
718,6,3302,"2-3(A,C,E,G)",324
106,3,3300,"6-7(A,C,E,G)",324
330,7,3300,"4-5(B,D,F,H)",324
408,7,3300,"8-9(B,D,F,H)",324
860,2,3302,"8-9(A,C,E,G)",324
890,1,3301,"6-7(B,D,F,H)",324
982,51,3301,"10(B,D,F,H)",324
983,22,3302,"5(A,C,E,G)",324
Junior HR,2,3300,1(A-H),324
927,1,3300,"14(B,D,F,H)",324
982,52,3301,"11(B,D,F,H)",327
984,52,3302,"11(B,D,F,H)",327
1032,1,3300,"8-9(B,D,F,H)",327
335,3,3300,"10-11(A,C,E,G)",327
492,1,3300,"12-13(B,D,F,H)",327
608,4,3300,"2-3(B,D,F,H)",327
1170,11,3301,12-13(C),327
1171,11,3302,12-13(C),327
1029,1,3300,"14(A,C,E,G)",327
106,4,3300,"8-9(A,C,E,G)",327
252,3,3300,"4-5(B,D,F,H)",327
380,13,3301,"2-3(A,C,E,G)",327
981,32,3301,"7(A,C,E,G)",327
983,31,3302,"6(A,C,E,G)",327
511,1,3300,"4-5(A,C,E)",327
511L,1,3300,4-5(G),327
Junior HR,9,3300,1(A-H),327
1025,Online,3301,"14(A,C,E,G)",327
927,1,3300,"14(B,D,F,H)",327
106,4,3300,"8-9(A,C,E,G)",329
1171,9,3302,10-11(E),329
408,5,3300,"2-3(B,D,F,H)",329
530,1,3300,"2-4(E,G)",329
981,22,3301,"5(A,C,E,G)",329
1170,9,3301,10-11(E),329
330,7,3300,"4-5(B,D,F,H)",329
520,3,3300,"8-9(B,D,F,H)",329
530L,1,3300,"2-4(A,C)",329
608,7,3300,"12-13(B,D,F,H)",329
982,32,3301,"7(B,D,F,H)",329
984,32,3302,"7(B,D,F,H)",329
226,2,3300,"12-13(A,C,E,G)",329
983,22,3302,"5(A,C,E,G)",329
Junior HR,3,3300,1(A-H),329
927,1,3300,"14(B,D,F,H)",329
216,8,3300,"12-13(B,D,F,H)",339
606,6,3300,"4-5(B,D,F,H)",339
644,1,3301,"6-7(A,C,E,G)",339
984,51,3302,"10(B,D,F,H)",339
510,7,3300,"8-9(D,F,H)",339
510L,7,3300,8-9(B),339
1170,7,3301,8-9(C),339
1171,5,3302,6-7(E),339
981,52,3301,"11(A,C,E,G)",339
983,52,3302,"11(A,C,E,G)",339
106,6,3300,"12-13(A,C,E,G)",339
330,2,3300,"4-5(A,C,E,G)",339
714,2,3302,"8-9(A,C,E,G)",339
982,51,3301,"10(B,D,F,H)",339
411,2,3300,"2-3(B,D,F,H)",339
Junior HR,4,3300,1(A-H),339
927,1,3300,"14(B,D,F,H)",339
106,8,3300,"4-5(B,D,F,H)",341
216,3,3300,"10-11(A,C,E,G)",341
376,2,3302,"6-7(B,D,F,H)",341
718,5,3301,"2-3(A,C,E,G)",341
983,41,3302,"8(A,C,E,G)",341
510,6,3300,"10-11(B,D,F)",341
510L,6,3300,10-11(H),341
982,42,3301,"9(B,D,F,H)",341
984,42,3302,"9(B,D,F,H)",341
1170,12,3301,12-13(D),341
1171,12,3302,12-13(D),341
330,5,3300,"2-3(B,D,F,H)",341
408,4,3300,"12-13(A,C,E,G)",341
606,2,3300,"4-5(A,C,E,G)",341
981,41,3301,"8(A,C,E,G)",341
Junior HR,5,3300,1(A-H),341
106,11,3300,"10-11(B,D,F,H)",344
1170,3,3301,4-5(C),344
1171,3,3302,4-5(C),344
335,4,3300,"4-5(B,D,F,H)",344
676,1,3300,"2-3(B,D,F,H)",344
558,4,3302,"8-9(B,D,F,H)",344
982,42,3301,"9(B,D,F,H)",344
984,32,3302,"7(B,D,F,H)",344
225,4,3300,"12-13(A,C,E,G)",344
411,4,3300,"6-7(A,C,E,G)",344
514,1,3300,"2-3(A,C,E,G)",344
608,2,3300,"8-9(A,C,E,G)",344
746,1,3301,"6-7(B,D,F,H)",344
981,51,3301,"10(A,C,E,G)",344
983,52,3302,"11(A,C,E,G)",344
Junior HR,6,3300,1(A-H),344
927,1,3300,"14(B,D,F,H)",344
254,2,3300,"10-11(A,C,E,G)",345
718,5,3301,"2-3(A,C,E,G)",345
520,3,3300,"8-9(B,D,F,H)",345
981,41,3301,"8(A,C,E,G)",345
982,52,3301,"11(B,D,F,H)",345
984,52,3302,"11(B,D,F,H)",345
983,41,3302,"8(A,C,E,G)",345
1170,6,3301,6-7(F),345
1171,1,3302,2-3(E),345
1050,5,3301,"6-7(D,H)",345
106,14,3300,"12-13(B,D,F,H)",345
335,1,3300,"4-5(A,C,E,G)",345
413,1,3300,"6-7(A,C,E,G)",345
608,4,3300,"2-3(B,D,F,H)",345
922,2,3302,"6-7(B,D,F,H)",345
Junior HR,7,3300,1(A-H),345
330,5,3300,"2-3(B,D,F,H)",347
606,1,3300,"2-3(A,C,E,G)",347
845,1,3301,"6-7(B,D,F,H)",347
982,42,3301,"9(B,D,F,H)",347
984,42,3302,"9(B,D,F,H)",347
106,11,3300,"10-11(B,D,F,H)",347
1170,5,3301,6-7(E),347
221,1,3300,"4-5(A,C,E,G)",347
408,4,3300,"12-13(A,C,E,G)",347
540,4,3300,"12-13(B,D,F,H)",347
840,1,3300,"8(A-H) 9(A,C,E,G)",347
885,2,3302,"4-5(B,D,F,H)",347
981,51,3301,"10(A,C,E,G)",347
Junior HR,8,3300,1(A-H),347
806,2,3300,"14(B,D,F,H)",347
1171,5,3302,6-7(E),347
846,1,3302,"6-7(B,D,F,H)",347
983,51,3302,"10(A,C,E,G)",347
254,2,3300,"10-11(A,C,E,G)",348
983,42,3302,"9(A,C,E,G)",348
413,2,3300,"6-7(B,D,F,H)",348
1092,3,3301,"4-5(A,C,E,G)",348
608,1,3300,"2-3(A,C,E,G)",348
106,14,3300,"12-13(B,D,F,H)",348
982,42,3301,"9(B,D,F,H)",348
984,42,3302,"9(B,D,F,H)",348
1170,5,3301,6-7(E),348
1171,5,3302,6-7(E),348
1061,1,3300,"2-3(B,D,F,H)",348
335,6,3300,"10-11(B,D,F,H)",348
520,1,3300,"12-13(A,C,E,G)",348
718,2,3302,"4-5(A,C,E,G)",348
981,42,3301,"9(A,C,E,G)",348
Junior HR,9,3300,1(A-H),348
927,1,3300,"14(B,D,F,H)",348
558,1,3301,"8-9(A,C,E,G)",349
540,2,3300,"4-5(B,D,F,H)",349
984,41,3302,"8(B,D,F,H)",349
983,42,3302,"9(A,C,E,G)",349
216,6,3300,"6-7(B,D,F,H)",349
408,4,3300,"12-13(A,C,E,G)",349
606,8,3300,"10-11(B,D,F,H)",349
982,41,3301,"8(B,D,F,H)",349
1170,12,3301,12-13(D),349
1171,12,3302,12-13(D),349
106,3,3300,"6-7(A,C,E,G)",349
1093,1,3302,"10-11(A,C,E,G)",349
330,1,3300,"2-3(A,C,E,G)",349
981,52,3301,"11(A,C,E,G)",349
Junior HR,10,3300,1(A-H),349
984,22,3302,"5(B,D,F,H)",353
608,4,3300,"2-3(B,D,F,H)",353
982,22,3301,"5(B,D,F,H)",353
981,52,3301,"11(A,C,E,G)",353
106,12,3300,"12-13(B,D,F,H)",353
225,4,3300,"12-13(A,C,E,G)",353
330,2,3300,"4-5(A,C,E,G)",353
Junior HR,1,3300,1(A-H),353
1060,2,3302,"10-11(D,H)",353
412,2,3300,"6-7(A,C,E,G)",353
545,1,3300,"2-3(A,C,E,G)",353
983,41,3302,"8(A,C,E,G)",353
746,1,3301,"6-7(B,D,F,H)",353
1170,7,3301,8-9(C),353
1171,6,3302,6-7(F),353
408,8,3300,"12-13(B,D,F,H)",355
608,4,3300,"2-3(B,D,F,H)",355
714,1,3301,"8-9(A,C,E,G)",355
719,10,3302,"8-9(A,C,E,G)",355
982,41,3301,"8(B,D,F,H)",355
983,32,3302,"7(A,C,E,G)",355
225,1,3300,"4-5(A,C,E,G)",355
981,32,3301,"7(A,C,E,G)",355
1171,8,3302,8-9(D),355
106,6,3300,"12-13(A,C,E,G)",355
984,32,3302,"7(B,D,F,H)",355
Junior HR,2,3300,1(A-H),355
335,4,3300,"4-5(B,D,F,H)",355
545,1,3300,"2-3(A,C,E,G)",355
718,8,3302,"10-11(B,D,F,H)",355
1170,9,3301,10-11(E),355
106,2,3300,"4-5(A,C,E,G)",356
411,2,3300,"2-3(B,D,F,H)",356
608,5,3300,"4-5(B,D,F,H)",356
714,2,3302,"8-9(A,C,E,G)",356
719,9,3301,"8-9(A,C,E,G)",356
1171,8,3302,8-9(D),356
982,42,3301,"9(B,D,F,H)",356
1170,6,3301,6-7(F),356
984,32,3302,"7(B,D,F,H)",356
226,2,3300,"12-13(A,C,E,G)",356
330,9,3300,"12-13(B,D,F,H)",356
520,4,3300,"10-11(B,D,F,H)",356
718,6,3302,"2-3(A,C,E,G)",356
981,31,3301,"6(A,C,E,G)",356
983,52,3302,"11(A,C,E,G)",356
Junior HR,3,3300,1(A-H),356
1170,2,3301,2-3(F),357
1171,2,3302,2-3(F),357
106,8,3300,"4-5(B,D,F,H)",357
330,2,3300,"4-5(A,C,E,G)",357
520,1,3300,"12-13(A,C,E,G)",357
840,1,3300,"8(A-H) 9(A,C,E,G)",357
981,32,3301,"7(A,C,E,G)",357
984,42,3302,"9(B,D,F,H)",357
226,1,3300,"2-3(A,C,E,G)",357
1092,4,3302,"6-7(A,C,E,G)",357
414,1,3300,"6-7(B,D,F,H)",357
608,7,3300,"12-13(B,D,F,H)",357
806,1,3300,"14(A,C,E,G)",357
841,1,3300,"10-11(B,D,F,H)",357
982,42,3301,"9(B,D,F,H)",357
983,52,3302,"11(A,C,E,G)",357
Junior HR,4,3300,1(A-H),357
330,5,3300,"2-3(B,D,F,H)",374
485,1,3300,"6-7(A,C,E,G)",374
1024,1,3301,"12-13(B,D,F,H)",374
106,9,3300,"6-7(B,D,F,H)",374
982,22,3301,"5(B,D,F,H)",374
984,22,3302,"5(B,D,F,H)",374
1170,7,3301,8-9(C),374
1171,7,3302,8-9(C),374
511,5,3300,"10-11(A,C,G)",374
511L,5,3300,10-11(E),374
981,22,3301,"5(A,C,E,G)",374
983,22,3302,"5(A,C,E,G)",374
606,5,3300,"12-13(A,C,E,G)",374
1026,1,3302,"12-13(B,D,F,H)",374
1032,1,3300,"8-9(B,D,F,H)",374
216,1,3300,"2-3(A,C,E,G)",374
Junior HR,5,3300,1(A-H),374
927,1,3300,"14(B,D,F,H)",374
1050,2,3302,"6-7(C,G)",376
1170,7,3301,8-9(C),376
1179,44,3300,"8(A-B,D-E,H) 9(A-B,D,G-H)",376
404,2,3300,"4-5(A,C,E,G)",376
510L,8,3300,12-13(D),376
982,51,3301,"10(B,D,F,H)",376
984,31,3302,"6(B,D,F,H)",376
106,1,3300,"2-3(A,C,E,G)",376
1171,7,3302,8-9(C),376
221,2,3300,"2-3(B,D,F,H)",376
330,6,3300,"12-13(A,C,E,G)",376
510,8,3300,"12-13(B,F,H)",376
606,6,3300,"4-5(B,D,F,H)",376
981,31,3301,"6(A,C,E,G)",376
983,52,3302,"11(A,C,E,G)",376
Junior HR,6,3300,1(A-H),376
226,3,3300,"2-3(B,D,F,H)",380
530,1,3300,"2-4(E,G)",380
981,22,3301,"5(A,C,E,G)",380
106,4,3300,"8-9(A,C,E,G)",380
335,5,3300,"12-13(B,D,F,H)",380
430,1,3300,"10-11(A,C,E,G)",380
530L,1,3300,"2-4(A,C)",380
608,5,3300,"4-5(B,D,F,H)",380
854,1,3300,"14(A,C,E,G)",380
983,22,3302,"5(A,C,E,G)",380
Junior HR,5,3300,1(A-H),380
497,1,3300,"12-13(A,C,E,G)",380
520,3,3300,"8-9(B,D,F,H)",380
527,1,3300,"6-7(A,C,E,G)",380
650,2,3300,"6-7(B,D,F,H)",380
982,51,3301,"10(B,D,F,H)",380
984,51,3302,"10(B,D,F,H)",380
1170,98,3301,"14(B,D,F,H)",380
1171,14,3302,"14(B,D,F,H)",380
806,1,3300,"14(A,C,E,G)",380
1170,6,3301,6-7(F),382
216,2,3300,"4-5(A,C,E,G)",382
514,4,3300,"2-3(B,D,F,H)",382
982,22,3301,"5(B,D,F,H)",382
981,41,3301,"8(A,C,E,G)",382
1171,6,3302,6-7(F),382
984,41,3302,"8(B,D,F,H)",382
558,3,3301,"8-9(B,D,F,H)",382
606,4,3300,"10-11(A,C,E,G)",382
106,12,3300,"12-13(B,D,F,H)",382
335,6,3300,"10-11(B,D,F,H)",382
411,4,3300,"6-7(A,C,E,G)",382
557,2,3302,"4-5(B,D,F,H)",382
983,41,3302,"8(A,C,E,G)",382
Junior HR,8,3300,1(A-H),382
1070,1,3301,"8-9(A,E)",389
511L,2,3300,4-5(H),389
718,2,3302,"4-5(A,C,E,G)",389
982,31,3301,"6(B,D,F,H)",389
984,32,3302,"7(B,D,F,H)",389
1171,8,3302,8-9(D),389
106,6,3300,"12-13(A,C,E,G)",389
1061,1,3300,"2-3(B,D,F,H)",389
1170,7,3301,8-9(C),389
226,1,3300,"2-3(A,C,E,G)",389
411,4,3300,"6-7(A,C,E,G)",389
511,2,3300,"4-5(B,D,F)",389
981,51,3301,"10(A,C,E,G)",389
983,52,3302,"11(A,C,E,G)",389
Junior HR,9,3300,1(A-H),389
335,5,3300,"12-13(B,D,F,H)",389
608,6,3300,"10-11(B,D,F,H)",389
330,8,3300,"10-11(B,D,F,H)",394
982,32,3301,"7(B,D,F,H)",394
984,32,3302,"7(B,D,F,H)",394
1029,2,3300,"14(B,D,F,H)",394
1170,1,3301,2-3(E),394
510,10,3300,"6-7(A,C,G)",394
510L,10,3300,6-7(E),394
806,1,3300,"14(A,C,E,G)",394
850,1,3300,"10-11(A,C,E,G)",394
981,41,3301,"8(A,C,E,G)",394
983,42,3302,"9(A,C,E,G)",394
106,2,3300,"4-5(A,C,E,G)",394
1026,1,3302,"12-13(B,D,F,H)",394
1171,1,3302,2-3(E),394
408,7,3300,"8-9(B,D,F,H)",394
Junior HR,1,3300,1(A-H),394
606,6,3300,"4-5(B,D,F,H)",394
216,4,3300,"12-13(A,C,E,G)",394
927,1,3300,"14(B,D,F,H)",394
1060,2,3302,"10-11(D,H)",396
558,3,3301,"8-9(B,D,F,H)",396
984,42,3302,"9(B,D,F,H)",396
982,52,3301,"11(B,D,F,H)",396
216,6,3300,"6-7(B,D,F,H)",396
106,2,3300,"4-5(A,C,E,G)",396
1170,2,3301,2-3(F),396
330,9,3300,"12-13(B,D,F,H)",396
806,1,3300,"14(A,C,E,G)",396
981,42,3301,"9(A,C,E,G)",396
1171,2,3302,2-3(F),396
485,1,3300,"6-7(A,C,E,G)",396
514,3,3300,"12-13(A,C,E,G)",396
606,6,3300,"4-5(B,D,F,H)",396
850,1,3300,"10-11(A,C,E,G)",396
983,41,3302,"8(A,C,E,G)",396
Junior HR,2,3300,1(A-H),396
106,1,3300,"2-3(A,C,E,G)",400
411,2,3300,"2-3(B,D,F,H)",400
511,1,3300,"4-5(A,C,E)",400
511L,1,3300,4-5(G),400
981,52,3301,"11(A,C,E,G)",400
983,52,3302,"11(A,C,E,G)",400
1170,10,3301,10-11(F),400
1171,10,3302,10-11(F),400
982,42,3301,"9(B,D,F,H)",400
984,42,3302,"9(B,D,F,H)",400
216,6,3300,"6-7(B,D,F,H)",400
335,2,3300,"8-9(A,C,E,G)",400
719,5,3301,"4-5(B,D,F,H)",400
225,4,3300,"12-13(A,C,E,G)",400
608,7,3300,"12-13(B,D,F,H)",400
Junior HR,3,3300,1(A-H),400
252,2,3300,"10-11(A,C,E,G)",401
1094,2,3302,"4-5(B,D,F,H)",401
1171,5,3302,6-7(E),401
335,2,3300,"8-9(A,C,E,G)",401
530,1,3300,"2-4(E,G)",401
545,3,3300,"10-11(B,D,F,H)",401
981,22,3301,"5(A,C,E,G)",401
983,22,3302,"5(A,C,E,G)",401
106,6,3300,"12-13(A,C,E,G)",401
1170,5,3301,6-7(E),401
486,1,3300,"2-3(B,D,F,H)",401
520,3,3300,"8-9(B,D,F,H)",401
530L,1,3300,"2-4(A,C)",401
608,7,3300,"12-13(B,D,F,H)",401
806,2,3300,"14(B,D,F,H)",401
982,32,3301,"7(B,D,F,H)",401
984,31,3302,"6(B,D,F,H)",401
Junior HR,4,3300,1(A-H),401
106,6,3300,"12-13(A,C,E,G)",403
1171,12,3302,12-13(D),403
408,1,3300,"2-3(A,C,E,G)",403
558,4,3302,"8-9(B,D,F,H)",403
608,6,3300,"10-11(B,D,F,H)",403
676,1,3300,"2-3(B,D,F,H)",403
981,51,3301,"10(A,C,E,G)",403
982,32,3301,"7(B,D,F,H)",403
983,51,3302,"10(A,C,E,G)",403
984,31,3302,"6(B,D,F,H)",403
1170,8,3301,8-9(D),403
225,2,3300,"6-7(A,C,E,G)",403
330,7,3300,"4-5(B,D,F,H)",403
514,2,3300,"8-9(A,C,E,G)",403
Junior HR,5,3300,1(A-H),403
106,11,3300,"10-11(B,D,F,H)",408
982,32,3301,"7(B,D,F,H)",408
984,42,3302,"9(B,D,F,H)",408
216,3,3300,"10-11(A,C,E,G)",408
981,32,3301,"7(A,C,E,G)",408
983,32,3302,"7(A,C,E,G)",408
1171,11,3302,12-13(C),408
408,1,3300,"2-3(A,C,E,G)",408
606,2,3300,"4-5(A,C,E,G)",408
1050,6,3301,"8-9(A,E)",408
330,5,3300,"2-3(B,D,F,H)",408
540,2,3300,"4-5(B,D,F,H)",408
558,3,3301,"8-9(B,D,F,H)",408
891,1,3302,"6-7(B,D,F,H)",408
Junior HR,6,3300,1(A-H),408
1170,7,3301,8-9(C),408
927,1,3300,"14(B,D,F,H)",408
545,2,3300,"2-3(B,D,F,H)",413
608,1,3300,"2-3(A,C,E,G)",413
216,5,3300,"4-5(B,D,F,H)",413
330,6,3300,"12-13(A,C,E,G)",413
408,8,3300,"12-13(B,D,F,H)",413
